"date","transaction_id","product_id","product_name","customer_id","cost","currency","quantity"
"2021-01-22","T54184970","P7272","mewsaikgo","C47655","64.42","GBP","2"
"2021-01-21","T25157005","P7756","nuroxdefya","C17261","81.44","GBP","2"
"2021-01-19","T04770325","P3227","juyehfutow","C24735","53.58","GBP","7"
"2021-01-23","T67768545","P4755","xiugehiy","C12305","71.69","GBP","5"
"2021-01-18","T46549783","P1756","paqriwuik","C64456","44.45","GBP","8"
"2021-01-22","T55110805","P4498","renpetiziz","C63340","29.25","GBP","1"
"2021-01-18","T88872033","P5975","ikweynafke","C72119","33.08","GBP","4"
"2021-01-20","T95723395","P8235","cuhaxradsoy","C19722","76.52","GBP","2"
"2021-01-21","T79120115","P6314","assoxerit","C65769","38.33","GBP","6"
"2021-01-22","T96470896","P2075","qivaflanon","C53872","64.68","GBP","3"
"2021-01-18","T47862483","P6616","sihohcozwof","C35250","44.37","GBP","8"
"2021-01-23","T13254713","P8518","deqobyonov","C33591","97.85","GBP","0"
"2021-01-22","T45857075","P3544","ifpoogbov","C47552","71.69","GBP","1"
"2021-01-22","T98551507","P7490","iwodhabqa","C75263","51.23","GBP","6"
"2021-01-18","T76191027","P8796","boxogutiy","C06797","43.00","GBP","7"
"2021-01-20","T83217703","P6708","ugorolmo","C51174","61.78","GBP","2"
"2021-01-19","T28249050","P9990","bavugzernuj","C20756","24.90","GBP","1"
"2021-01-22","T78634775","P2374","bikooqiw","C25957","07.84","GBP","7"
"2021-01-22","T18601507","P1581","ignabepgeb","C81837","31.23","GBP","8"
"2021-01-19","T70769034","P7340","beyfoflaoy","C34308","54.81","GBP","0"
"2021-01-20","T96041659","P5047","neenyiri","C54743","14.35","GBP","9"
"2021-01-20","T63709913","P6306","joqcidkonom","C47503","66.86","GBP","2"
"2021-01-23","T28372106","P5356","buispafdi","C20898","49.55","GBP","3"
"2021-01-19","T37563780","P6965","rewpibuov","C34197","44.57","GBP","4"
"2021-01-22","T41551359","P2183","ulhijovak","C81688","14.19","GBP","7"
"2021-01-20","T54549620","P8735","icvuwowbo","C53214","77.54","GBP","5"
"2021-01-20","T44970880","P3867","eddeawxuc","C28151","74.21","GBP","8"
"2021-01-20","T04003564","P8698","anuvurkeg","C64979","15.40","GBP","2"
"2021-01-18","T39450204","P0077","diipcoctik","C04934","60.28","GBP","3"
"2021-01-23","T94231531","P1581","mazufayig","C70379","20.27","GBP","7"
"2021-01-21","T34249811","P2890","uguvufnig","C09021","05.55","GBP","9"
"2021-01-19","T53710664","P8749","ubjipitoq","C23380","86.25","GBP","1"
"2021-01-18","T17708967","P2125","heugcuda","C37513","22.92","GBP","1"
"2021-01-23","T96122285","P0201","taifvive","C65382","93.68","GBP","7"
"2021-01-18","T88594225","P9445","exhacyodlag","C91592","18.75","GBP","8"
"2021-01-23","T84948180","P7859","ohgixtemtoc","C99438","95.03","GBP","6"
"2021-01-22","T23961581","P8988","ijayduqef","C94360","02.77","GBP","1"
"2021-01-23","T13813290","P0392","baoqgudci","C29465","10.08","GBP","4"
"2021-01-22","T07293824","P8546","cebpimiluz","C21180","95.79","GBP","0"
"2021-01-22","T74174956","P5234","arzeyijem","C34585","06.21","GBP","5"
"2021-01-20","T53438210","P5775","igsuznooh","C81418","02.55","GBP","3"
"2021-01-22","T67348725","P7700","yeuwurel","C67776","86.26","GBP","4"
"2021-01-23","T82945731","P4860","tuluphiew","C13100","94.84","GBP","8"
"2021-01-18","T80330347","P6060","sijtogizpoy","C03665","75.12","GBP","3"
"2021-01-22","T44384683","P5252","ukkufuam","C83720","60.47","GBP","6"
"2021-01-19","T40944464","P6358","juutmofu","C16558","93.04","GBP","4"
"2021-01-21","T02953349","P2645","patajenko","C67643","95.08","GBP","5"
"2021-01-18","T81532586","P7350","tehocyamo","C74736","38.68","GBP","3"
"2021-01-20","T51339446","P7893","ezipwugih","C23310","52.96","GBP","0"
"2021-01-22","T60059971","P1966","izurqicbeq","C47385","58.85","GBP","4"
"2021-01-22","T78421236","P1056","uvzilcihhi","C79106","67.28","GBP","5"
"2021-01-23","T15840830","P3780","bupoyogat","C21642","23.56","GBP","7"
"2021-01-22","T77751899","P2953","ercidnaih","C29186","30.30","GBP","2"
"2021-01-23","T10363099","P4810","uxgezvieb","C72806","18.82","GBP","6"
"2021-01-18","T66330537","P8085","dovatweji","C26530","94.74","GBP","1"
"2021-01-20","T07992565","P1356","uyqirimec","C18356","82.96","GBP","1"
"2021-01-19","T74983261","P3578","ovaxmijit","C50255","95.66","GBP","4"
"2021-01-23","T87190454","P0086","liocwaszo","C02457","38.18","GBP","9"
"2021-01-19","T10990702","P2493","yimtuedge","C70897","96.73","GBP","6"
"2021-01-22","T55159629","P6925","kofojweccu","C98822","42.61","GBP","9"
"2021-01-23","T51613553","P2736","mozciljeyi","C79072","04.03","GBP","5"
"2021-01-18","T72632704","P0243","giektumed","C64963","33.62","GBP","0"
"2021-01-23","T58534381","P4317","yiorrosid","C47734","31.18","GBP","5"
"2021-01-23","T30192445","P2641","pudbizugnuy","C95734","28.80","GBP","9"
"2021-01-22","T70526376","P7481","ewbeginye","C18304","76.44","GBP","2"
"2021-01-22","T09454262","P5310","zepivhurov","C21375","76.62","GBP","4"
"2021-01-18","T27327329","P0972","ufbujkumbo","C19461","28.26","GBP","8"
"2021-01-21","T12573442","P2274","weignamew","C16896","18.69","GBP","8"
"2021-01-21","T53439768","P5706","pogxoncizpo","C31203","04.18","GBP","3"
"2021-01-23","T95081845","P0344","xokxafuyun","C95846","94.91","GBP","2"
"2021-01-21","T31404331","P8094","utjuzayad","C39205","30.44","GBP","5"
"2021-01-20","T60662680","P1640","woaksenet","C94412","20.53","GBP","7"
"2021-01-22","T14930575","P9516","reubtumud","C13981","25.45","GBP","5"
"2021-01-21","T68090555","P7947","apoyzoxix","C15496","59.12","GBP","7"
"2021-01-20","T58589180","P8489","dubefsewhet","C02593","93.69","GBP","5"
"2021-01-21","T38215289","P7804","cuxsizyihiv","C51747","86.92","GBP","3"
"2021-01-19","T05327566","P4998","uzudtuya","C59004","91.61","GBP","1"
"2021-01-20","T98416200","P7061","odpeiphub","C79772","09.59","GBP","7"
"2021-01-22","T92727715","P3993","ihxewozse","C79915","07.95","GBP","8"
"2021-01-20","T20703706","P6954","luwhaladac","C19091","41.92","GBP","8"
"2021-01-19","T97006921","P4438","dujkifuras","C11649","32.96","GBP","1"
"2021-01-23","T84892550","P9516","poqzolaoh","C73921","16.21","GBP","4"
"2021-01-20","T76602450","P2867","cunzimgoot","C29335","22.28","GBP","2"
"2021-01-21","T33153969","P5753","yiezcoklo","C21396","89.21","GBP","6"
"2021-01-20","T32834606","P5459","wanogrein","C34009","42.86","GBP","6"
"2021-01-20","T88144072","P2684","taxinodu","C26687","23.42","GBP","9"
"2021-01-19","T32273401","P8109","sesikuzux","C44041","62.48","GBP","2"
"2021-01-20","T91873196","P8477","noucixnox","C65375","44.16","GBP","9"
"2021-01-22","T22946150","P0333","vurahqedin","C67556","83.98","GBP","9"
"2021-01-21","T27409747","P2945","imkoszito","C48652","15.87","GBP","1"
"2021-01-22","T40364479","P1427","qutpuovyo","C42966","71.66","GBP","0"
"2021-01-19","T70535042","P5184","evlenixja","C80080","75.14","GBP","3"
"2021-01-22","T76096505","P6910","jifiwyoyjej","C24713","16.26","GBP","2"
"2021-01-23","T44906670","P8456","xiksacjiya","C54166","23.98","GBP","2"
"2021-01-23","T11696839","P6485","upanwugge","C25954","35.93","GBP","3"
"2021-01-19","T19206974","P4717","monujduet","C82661","37.20","GBP","0"
"2021-01-22","T97290202","P0838","durizzupkut","C72951","73.15","GBP","3"
"2021-01-18","T20786956","P8120","efuxkibeg","C02794","86.34","GBP","0"
"2021-01-21","T55994383","P3399","ipriksaut","C53058","19.67","GBP","1"
"2021-01-23","T21789963","P1109","zepofnebyo","C38483","13.48","GBP","0"
"2021-01-20","T54035214","P1360","cocuxzoqwat","C18741","42.47","GBP","3"
"2021-01-21","T83239902","P9917","geraqyawuf","C90593","66.71","GBP","4"
"2021-01-18","T44350615","P0978","aduryaoj","C28765","67.29","GBP","9"
"2021-01-19","T05012017","P9962","geqgeezon","C57035","46.04","GBP","2"
"2021-01-19","T63640420","P3795","puefrura","C45014","45.71","GBP","9"
"2021-01-23","T30161446","P7798","ospoyije","C15595","82.44","GBP","0"
"2021-01-18","T49533047","P2929","jacneulpaw","C93228","26.24","GBP","9"
"2021-01-19","T77862779","P2170","pajeclaax","C22159","62.73","GBP","2"
"2021-01-20","T85419341","P1137","inajasow","C98675","93.45","GBP","1"
"2021-01-18","T29027495","P2541","jeeqadet","C41975","86.07","GBP","9"
"2021-01-18","T32873923","P2433","ohcutone","C52330","66.04","GBP","3"
"2021-01-18","T84136958","P1516","nolhuhfiuz","C49228","40.50","GBP","8"
"2021-01-19","T75547574","P5085","usunqalij","C40295","36.71","GBP","6"
"2021-01-21","T85025963","P5586","yeilavko","C11981","55.65","GBP","4"
"2021-01-19","T64283177","P7328","jitevutel","C23633","42.56","GBP","4"
"2021-01-19","T68862651","P1533","agquytespo","C15525","37.90","GBP","6"
"2021-01-21","T96804164","P2777","xigojzivgir","C02327","76.73","GBP","8"
"2021-01-18","T17886358","P8239","weugzerol","C63444","13.85","GBP","4"
"2021-01-18","T51301153","P1327","oddinfovyu","C71555","09.63","GBP","9"
"2021-01-21","T63400058","P1186","sexfamugir","C84957","47.34","GBP","6"
"2021-01-20","T10359566","P1337","lufilpensaj","C07613","22.94","GBP","0"
"2021-01-19","T99542836","P0938","oremyeqan","C98359","98.59","GBP","5"
"2021-01-23","T41906573","P4347","zueynaqwav","C50080","58.60","GBP","5"
"2021-01-21","T21205504","P1940","lovuzauq","C69642","85.17","GBP","4"
"2021-01-22","T96707463","P7537","oldamojdu","C18941","53.49","GBP","1"
"2021-01-22","T40036690","P4774","ewuryuveg","C54791","25.48","GBP","1"
"2021-01-23","T66322673","P3557","okidxupil","C67727","36.98","GBP","6"
"2021-01-18","T85224947","P9305","xoneraxax","C07868","20.16","GBP","6"
"2021-01-18","T39402081","P5010","dowgadagiw","C92040","19.69","GBP","9"
"2021-01-22","T18956288","P2372","hikdawivwu","C29077","76.66","GBP","4"
"2021-01-18","T95029588","P2141","ruokyafle","C21353","91.91","GBP","0"
"2021-01-22","T15046816","P4120","xomogkudgo","C48969","15.84","GBP","1"
"2021-01-18","T69039799","P7267","yiubgezqor","C67751","59.99","GBP","6"
"2021-01-18","T00916808","P2766","moimcuped","C24661","56.47","GBP","4"
"2021-01-23","T11653124","P0722","livduqidta","C20812","25.38","GBP","3"
"2021-01-22","T97567775","P9411","mavwulpafuw","C14169","53.98","GBP","0"
"2021-01-21","T34958332","P5507","utxokumrir","C62210","23.42","GBP","4"
"2021-01-23","T03271505","P9527","cetawqapay","C98833","35.62","GBP","1"
"2021-01-23","T63361347","P2306","aqerleiy","C39557","70.67","GBP","3"
"2021-01-22","T40466986","P2669","xagnupauv","C68766","31.60","GBP","3"
"2021-01-23","T23126610","P5270","laxayakyi","C52865","35.92","GBP","5"
"2021-01-22","T67981480","P0403","dohosehal","C73462","57.44","GBP","6"
"2021-01-22","T90781680","P7216","peuhkaga","C06341","48.22","GBP","8"
"2021-01-18","T49105889","P8195","kigagcemve","C56573","05.33","GBP","1"
"2021-01-20","T53954417","P5081","ekalhozak","C41870","23.15","GBP","0"
"2021-01-22","T65337586","P4913","ibpazuvka","C29226","84.19","GBP","3"
"2021-01-23","T62045735","P1873","nidufecki","C22295","30.40","GBP","8"
"2021-01-22","T91284757","P1388","onximohziw","C88313","49.66","GBP","9"
"2021-01-18","T40157063","P0611","aqunnalsa","C15693","66.70","GBP","2"
"2021-01-21","T38656055","P4420","ifzuwveew","C09601","94.73","GBP","5"
"2021-01-23","T41918690","P6225","uhuzwezpac","C27709","08.82","GBP","0"
"2021-01-23","T27360518","P3534","xeayumved","C97385","44.18","GBP","7"
"2021-01-20","T96775910","P2011","yajuibke","C96295","10.76","GBP","0"
"2021-01-23","T15938077","P1613","muxyawayev","C66202","58.98","GBP","9"
"2021-01-23","T07805215","P9836","vucijobtu","C10105","07.83","GBP","6"
"2021-01-18","T44496153","P0404","nuanpeiw","C48110","85.88","GBP","5"
"2021-01-21","T31134254","P8891","ebadnexyex","C86978","73.64","GBP","5"
"2021-01-19","T25662422","P8938","derbonadde","C03450","50.51","GBP","7"
"2021-01-20","T58812116","P6172","jaddekovri","C53534","13.81","GBP","4"
"2021-01-18","T14432915","P1765","ruurhuzxap","C23144","36.15","GBP","5"
"2021-01-20","T39143034","P5568","hexyihunra","C02095","28.56","GBP","5"
"2021-01-21","T94815052","P1337","gadwuokik","C96912","98.18","GBP","6"
"2021-01-19","T27928753","P6500","boxegihlop","C93066","59.31","GBP","3"
"2021-01-20","T29156253","P6809","ipmexaew","C14617","68.70","GBP","9"
"2021-01-19","T31582114","P5307","icsogizez","C72971","95.61","GBP","2"
"2021-01-19","T69207541","P9641","yuyxasmawez","C36338","32.44","GBP","3"
"2021-01-20","T61898166","P2240","ubsegluqey","C36741","86.39","GBP","5"
"2021-01-20","T95996656","P5160","fimaexuj","C35624","98.76","GBP","9"
"2021-01-23","T73023750","P8434","pusotmoya","C30265","09.09","GBP","2"
"2021-01-21","T50298641","P5423","agoberfer","C24869","01.97","GBP","2"
"2021-01-22","T71121962","P8851","evkatkiti","C82732","78.37","GBP","5"
"2021-01-19","T92901414","P8126","kessukakey","C28954","54.36","GBP","4"
"2021-01-20","T89531780","P7787","otlaasam","C82622","33.94","GBP","9"
