"date","transaction_id","product_id","product_name","customer_id","cost","currency","quantity"
"2021-01-19","T16509811","P9760","ukitomdib","C27792","77.14","GBP","3"
"2021-01-21","T76316907","P2239","vidusurla","C09015","57.19","GBP","4"
"2021-01-17","T44308367","P6126","xunuvcivid","C89000","24.74","GBP","9"
"2021-01-19","T43735825","P1710","omaqiron","C38070","22.61","GBP","8"
"2021-01-19","T52700118","P6527","kikwubuyig","C40421","95.32","GBP","7"
"2021-01-21","T35648038","P8870","ukehbaqra","C35247","03.56","GBP","2"
"2021-01-19","T56097675","P5457","rudbugitsa","C96079","95.13","GBP","7"
"2021-01-21","T44932528","P2836","detuziqqiz","C57283","08.64","GBP","4"
"2021-01-19","T03799320","P8890","qadjiefvun","C46070","52.18","GBP","0"
"2021-01-20","T25887582","P9760","sarebqokaj","C71634","93.92","GBP","4"
"2021-01-20","T12000430","P0139","ihcoqayam","C66227","65.80","GBP","4"
"2021-01-19","T74021848","P3207","sujepyahix","C88765","04.75","GBP","7"
"2021-01-19","T14948597","P3755","wumcaijot","C46621","47.56","GBP","2"
"2021-01-21","T18023023","P9500","opilviac","C60184","40.02","GBP","1"
"2021-01-22","T84366911","P7840","cawahitle","C56032","49.04","GBP","9"
"2021-01-19","T86337535","P2618","paduyaox","C57659","91.56","GBP","4"
"2021-01-19","T03455350","P8306","ollaizwo","C93009","11.46","GBP","3"
"2021-01-21","T17131330","P1691","nendozposab","C26458","33.56","GBP","0"
"2021-01-18","T91516218","P1901","ixzunattaj","C25969","05.72","GBP","0"
"2021-01-17","T54741067","P7631","condoqpiid","C23200","76.61","GBP","2"
"2021-01-22","T11251676","P4561","vukaraaw","C97754","61.62","GBP","4"
"2021-01-21","T55987583","P3456","ujmiaqyi","C67012","13.17","GBP","7"
"2021-01-22","T51493127","P7087","odecelxe","C03907","13.88","GBP","5"
"2021-01-20","T89670796","P5537","zuxarqurbow","C88488","98.21","GBP","5"
"2021-01-22","T69116054","P9124","wuweewjey","C36529","76.28","GBP","4"
"2021-01-20","T53100896","P7570","laxrizitul","C69872","67.87","GBP","7"
"2021-01-22","T51209169","P4423","epkitfuriw","C00583","84.33","GBP","4"
"2021-01-19","T13511123","P4803","tezihosuq","C09632","64.45","GBP","8"
"2021-01-22","T22357149","P6823","volficoic","C57747","55.64","GBP","6"
"2021-01-20","T22783231","P2133","ovkejcuza","C11436","16.71","GBP","4"
"2021-01-20","T66347944","P0135","enfipezhi","C60158","62.40","GBP","5"
"2021-01-22","T92690750","P1253","fitaygasod","C98296","60.01","GBP","9"
"2021-01-17","T30136190","P0119","pifgutifu","C16543","69.58","GBP","0"
"2021-01-17","T38514056","P0105","ayeqayja","C36433","02.83","GBP","1"
"2021-01-19","T76555569","P8787","umdenaro","C18766","48.44","GBP","4"
"2021-01-18","T16670648","P3778","efhepvelo","C90520","63.20","GBP","1"
"2021-01-18","T75919666","P1870","woebxufak","C17486","47.63","GBP","5"
"2021-01-17","T01285795","P2581","luijpocos","C69316","57.32","GBP","5"
"2021-01-17","T13803673","P9530","hicersitki","C32612","50.67","GBP","1"
"2021-01-18","T82691199","P9642","jirqafube","C57548","04.65","GBP","3"
"2021-01-17","T07399889","P4914","manitximul","C82761","94.77","GBP","2"
"2021-01-21","T98456203","P0547","ovleplocec","C47690","90.52","GBP","1"
"2021-01-19","T29638502","P0742","ezkasawo","C24372","68.76","GBP","1"
"2021-01-17","T08578378","P2047","curxelezij","C05396","52.83","GBP","0"
"2021-01-20","T37299999","P1455","latugmahek","C67448","11.90","GBP","1"
"2021-01-21","T65292138","P8134","anejedox","C30117","59.14","GBP","9"
"2021-01-21","T51324873","P9348","totyipeneh","C57570","92.50","GBP","6"
"2021-01-19","T29744330","P2305","zubkizonmi","C57605","13.29","GBP","3"
"2021-01-18","T91406821","P5101","okzihjubox","C14251","60.72","GBP","6"
"2021-01-20","T58679721","P9564","ebirfemxa","C89693","79.62","GBP","0"
"2021-01-18","T30352287","P4144","sizaqroke","C65948","53.85","GBP","3"
"2021-01-19","T19574261","P0402","fifolkiis","C10816","68.65","GBP","3"
"2021-01-22","T13747615","P7667","gewxitwoveb","C62700","28.61","GBP","3"
"2021-01-19","T23983674","P0040","cosiutul","C31997","71.22","GBP","9"
"2021-01-22","T90469378","P2886","zavilfevkew","C48825","83.37","GBP","1"
"2021-01-22","T74680992","P9469","nayyoenal","C45014","69.18","GBP","4"
"2021-01-21","T49267547","P6988","suuwmofe","C37805","03.90","GBP","1"
"2021-01-17","T68867202","P4521","kaomiwzor","C57065","85.71","GBP","6"
"2021-01-21","T82555589","P0760","ibpuuhug","C11220","25.00","GBP","8"
"2021-01-22","T72359809","P1591","othobadgiv","C25106","16.39","GBP","4"
"2021-01-19","T70497392","P2036","qeqcodsalwaq","C63194","33.56","GBP","8"
"2021-01-18","T35095668","P9512","vajoxmeos","C13836","36.66","GBP","2"
"2021-01-22","T75911524","P3646","caroceuj","C80598","84.64","GBP","0"
"2021-01-19","T53853598","P5318","kaotreyuf","C14070","10.37","GBP","8"
"2021-01-17","T22282035","P8575","jodezurqo","C18918","67.18","GBP","4"
"2021-01-21","T64473673","P7601","suwutrelpa","C81783","54.76","GBP","7"
"2021-01-22","T51173602","P0266","rawuwidrem","C08222","14.29","GBP","7"
"2021-01-17","T16360383","P3668","gevlacabred","C83610","76.54","GBP","9"
"2021-01-18","T72553429","P2690","kihefroppu","C54132","44.78","GBP","7"
"2021-01-21","T33429497","P7707","uroxfezhu","C25365","50.47","GBP","2"
"2021-01-20","T87293910","P4356","saapudba","C70673","83.23","GBP","4"
"2021-01-19","T64818432","P6471","xakivdoqap","C36891","84.15","GBP","1"
"2021-01-22","T68738889","P1993","fadvenoddig","C40887","10.89","GBP","4"
"2021-01-18","T27878629","P9010","novitijut","C65018","04.85","GBP","2"
"2021-01-19","T02780030","P1296","wabbeebvu","C73966","58.63","GBP","5"
"2021-01-17","T02833059","P0727","dusufbabuf","C72891","80.39","GBP","5"
"2021-01-18","T55855354","P9078","xivucaljog","C10206","99.76","GBP","6"
"2021-01-22","T02785828","P1780","guhuhopid","C95442","12.08","GBP","3"
"2021-01-21","T97332382","P1143","hohyuelgey","C59712","70.51","GBP","6"
"2021-01-19","T43721964","P6249","sasujitox","C15026","00.03","GBP","8"
"2021-01-22","T70410137","P3059","wadabbipug","C95338","23.17","GBP","2"
"2021-01-19","T01986609","P6757","hupatazwun","C26709","98.39","GBP","6"
"2021-01-17","T27004825","P4401","unlonxuug","C86214","78.30","GBP","7"
"2021-01-22","T40589756","P6218","jaalatgaq","C56972","27.43","GBP","2"
"2021-01-18","T90387654","P4953","kuokmecif","C81698","28.72","GBP","9"
"2021-01-22","T59798978","P1420","doylahuza","C91508","54.30","GBP","8"
"2021-01-21","T96647164","P1424","movekizcun","C30966","22.91","GBP","6"
"2021-01-20","T92716382","P9927","cinnaxarsot","C45238","87.31","GBP","5"
"2021-01-18","T49745149","P0629","nuwefibew","C81866","19.46","GBP","8"
"2021-01-21","T69112878","P5035","etapgozo","C59692","05.16","GBP","0"
"2021-01-21","T51713245","P6426","soemgoqxo","C06262","67.53","GBP","2"
"2021-01-19","T60951700","P1495","mabagkipus","C25564","18.87","GBP","4"
"2021-01-17","T49531647","P6004","oqejmeup","C63943","31.88","GBP","2"
"2021-01-19","T78368585","P8209","bujabkujcox","C08290","10.18","GBP","8"
"2021-01-19","T79513793","P6202","cicealkex","C99582","99.54","GBP","8"
"2021-01-17","T75560543","P3566","upraankaw","C56236","88.70","GBP","9"
"2021-01-21","T12930429","P0080","yalfuilvo","C80765","45.57","GBP","2"
"2021-01-18","T48084010","P7585","bajkugwaav","C79564","34.91","GBP","5"
"2021-01-17","T16967811","P3006","lurkaxmirfu","C25002","66.26","GBP","4"
"2021-01-17","T11552988","P2537","zenleiluy","C27227","45.97","GBP","6"
"2021-01-19","T51134340","P8182","newoyhiptu","C95402","99.37","GBP","2"
"2021-01-17","T41671543","P2455","ehpucwoef","C88840","03.91","GBP","7"
"2021-01-18","T74263376","P5534","sacmedjonod","C22718","86.47","GBP","9"
"2021-01-20","T26303465","P0267","liktaucxu","C16408","07.19","GBP","3"
"2021-01-19","T66154667","P2006","bednuzpozil","C07298","12.26","GBP","5"
"2021-01-21","T50490566","P2362","lekehuti","C65516","22.02","GBP","3"
"2021-01-22","T72908592","P3780","ekdegovnum","C93925","92.50","GBP","6"
"2021-01-17","T51986613","P6272","deteqpaznal","C58519","44.80","GBP","4"
"2021-01-17","T24230503","P5051","nasuloin","C24062","49.40","GBP","4"
"2021-01-19","T26670763","P7702","zuvevebor","C00617","73.46","GBP","2"
"2021-01-17","T41122715","P1609","epilqamway","C38209","67.00","GBP","7"
"2021-01-18","T25474795","P6142","irbuibix","C90564","92.81","GBP","3"
"2021-01-17","T57194418","P4581","busoypohpeb","C39022","02.13","GBP","1"
"2021-01-18","T01369091","P4916","bexohxize","C98145","36.45","GBP","0"
"2021-01-17","T28761696","P4295","sasvolippa","C28310","82.60","GBP","9"
"2021-01-17","T06569950","P6010","ulgiryewi","C40545","70.28","GBP","5"
"2021-01-17","T72385393","P8932","keqomradluk","C02665","83.43","GBP","3"
"2021-01-18","T97103460","P6130","qoekebup","C89606","63.36","GBP","3"
"2021-01-22","T17162418","P5536","qionokbe","C27916","24.21","GBP","2"
"2021-01-17","T80000693","P3090","orxoltufzim","C66771","29.59","GBP","8"
"2021-01-21","T00131651","P9417","piyqaraber","C16308","42.20","GBP","6"
"2021-01-18","T55852657","P8624","agxedacaz","C09991","95.36","GBP","3"
"2021-01-18","T99597706","P0836","tunedibme","C10978","29.05","GBP","8"
"2021-01-18","T84726024","P7662","uldobqaco","C32664","77.12","GBP","6"
"2021-01-18","T76068065","P8292","harqazafke","C75878","81.05","GBP","2"
"2021-01-22","T49925489","P8096","iqmuhmulwe","C86302","07.74","GBP","3"
"2021-01-20","T01893342","P1496","ehtaztimin","C03017","14.95","GBP","7"
"2021-01-19","T43001992","P4625","roxloyomwun","C66490","04.78","GBP","5"
"2021-01-21","T83868806","P3842","agajpauq","C42325","25.33","GBP","6"
"2021-01-20","T48492871","P7525","razumolzul","C12201","60.39","GBP","7"
"2021-01-22","T98734397","P8100","nigabnejdeb","C91780","51.31","GBP","9"
"2021-01-20","T74842372","P5832","umzibibep","C35044","67.97","GBP","5"
"2021-01-17","T48628410","P0081","juigxewri","C61317","23.51","GBP","1"
"2021-01-20","T54757164","P4579","fixmijinew","C57578","26.37","GBP","1"
"2021-01-21","T61502616","P0682","dibebhixih","C41274","09.92","GBP","3"
"2021-01-20","T10900816","P2659","uwirumgos","C32669","20.86","GBP","7"
"2021-01-18","T09514465","P2886","hadaqpaaq","C29520","72.96","GBP","1"
"2021-01-18","T33370344","P5432","yeyusajqu","C73401","52.37","GBP","4"
"2021-01-22","T13898806","P4790","buzxajqihox","C56864","73.65","GBP","2"
"2021-01-19","T77170597","P5960","ufsebhadwa","C84927","10.00","GBP","4"
"2021-01-18","T30101134","P0093","wineremqo","C84076","60.24","GBP","9"
"2021-01-22","T37194495","P4817","yipyeahtat","C82578","08.40","GBP","5"
"2021-01-19","T20068441","P2545","darezjogug","C37872","57.53","GBP","7"
"2021-01-19","T87390174","P6172","gutazehag","C34121","33.84","GBP","2"
"2021-01-17","T12096066","P9389","emogewwac","C68125","63.97","GBP","9"
"2021-01-20","T03339314","P9941","avedhiwu","C19654","18.95","GBP","2"
"2021-01-20","T59398888","P6528","jojcadruiw","C93681","65.83","GBP","9"
"2021-01-22","T09551742","P9354","izepujkoj","C49235","15.78","GBP","2"
"2021-01-18","T64133270","P6693","qujadmocil","C84072","08.57","GBP","1"
"2021-01-20","T40577003","P3370","agawmutvu","C64089","66.51","GBP","8"
"2021-01-18","T06176894","P5592","quveikgo","C52763","86.39","GBP","2"
"2021-01-20","T73127441","P1189","qerewaro","C25851","92.10","GBP","3"
"2021-01-20","T44106996","P5913","equkmoop","C76694","96.51","GBP","5"
"2021-01-20","T79683314","P8741","leoxoxfoj","C82242","97.87","GBP","6"
"2021-01-20","T50020687","P9186","acyowovbeq","C61482","71.09","GBP","7"
"2021-01-21","T93181977","P7379","idonifha","C91241","03.46","GBP","4"
"2021-01-18","T76223180","P3182","vouzviwa","C06827","89.54","GBP","9"
"2021-01-19","T97122375","P5262","ahqobwehal","C70728","56.71","GBP","3"
"2021-01-21","T38415867","P7933","ibihcesum","C81228","28.98","GBP","1"
"2021-01-22","T98969221","P4346","cubdujdafdo","C32973","58.46","GBP","7"
"2021-01-17","T64837032","P3082","linaflijaq","C74431","95.13","GBP","8"
"2021-01-19","T29943772","P3332","deryaivgi","C13211","14.45","GBP","8"
"2021-01-18","T27901942","P4973","ankuabku","C87052","97.41","GBP","6"
"2021-01-22","T15194189","P9431","epkajhawaq","C93043","17.78","GBP","0"
"2021-01-19","T91855030","P3333","kaybuscuja","C66327","17.08","GBP","1"
"2021-01-21","T84961612","P9511","avrimokyo","C03502","25.92","GBP","1"
"2021-01-18","T59111556","P4864","gewaapgak","C65495","61.41","GBP","5"
"2021-01-20","T13522935","P3097","ayzeprile","C74855","12.57","GBP","4"
"2021-01-19","T44928974","P7838","kicqigteqe","C13981","61.04","GBP","8"
"2021-01-21","T27394614","P7681","zamneqivog","C73487","53.93","GBP","1"
"2021-01-21","T01201948","P5897","xesiwducoc","C46488","15.44","GBP","5"
"2021-01-18","T19890607","P1601","ziifqiuf","C50190","68.22","GBP","2"
"2021-01-22","T14444733","P9981","lakkaexha","C77744","02.94","GBP","3"
"2021-01-21","T73181689","P8991","sarivqadjuy","C99189","17.02","GBP","9"
"2021-01-18","T54891853","P2680","asboayag","C28712","50.31","GBP","5"
"2021-01-18","T14191313","P5607","toahsawqa","C85431","69.83","GBP","2"
"2021-01-19","T73742341","P2056","vaojvabul","C10828","46.57","GBP","0"
"2021-01-22","T49893810","P9485","uyesowid","C93179","63.66","GBP","0"
"2021-01-19","T18410001","P9665","sinitnizek","C62299","61.56","GBP","1"
"2021-01-22","T27518674","P0887","jivzanefqu","C47005","28.85","GBP","6"
"2021-01-22","T78251412","P7742","daggomyeteq","C52588","68.13","GBP","5"
"2021-01-18","T16581509","P9015","kewfoduxe","C35007","78.91","GBP","3"
"2021-01-20","T86966505","P9873","ocohiquf","C23042","28.91","GBP","9"
"2021-01-22","T81059769","P1127","siyfooxdew","C98759","04.07","GBP","8"
"2021-01-17","T71238599","P3527","zodeknawfig","C75198","57.52","GBP","2"
"2021-01-22","T98496408","P0294","lasavobas","C07874","03.59","GBP","0"
"2021-01-17","T43811051","P3150","yapicokep","C57922","27.80","GBP","6"
"2021-01-17","T57580671","P3376","degotpevex","C58668","19.57","GBP","1"
"2021-01-21","T51412015","P1456","mimuuteb","C47934","79.03","GBP","2"
"2021-01-17","T76535809","P1984","yepuskiyma","C85991","98.40","GBP","3"
"2021-01-21","T54322689","P1203","suijehqip","C02218","64.84","GBP","0"
"2021-01-20","T73739963","P8651","sasciwtespa","C02315","15.18","GBP","4"
"2021-01-22","T68266216","P2465","cakikbisqir","C28113","37.29","GBP","0"
"2021-01-20","T86928341","P1033","iluvanxu","C64895","34.43","GBP","5"
"2021-01-21","T38341385","P5922","qelaugduz","C44559","50.71","GBP","8"
"2021-01-21","T71345197","P5806","vavpemohwi","C51877","28.35","GBP","1"
"2021-01-18","T09792419","P7812","acbodejed","C82928","74.85","GBP","7"
"2021-01-21","T15659416","P1324","iljiwazac","C99529","86.49","GBP","6"
"2021-01-22","T17648016","P5484","jubkaqotge","C51066","87.50","GBP","0"
"2021-01-21","T05730159","P6558","civotkubkoh","C65480","40.53","GBP","3"
"2021-01-21","T48243244","P0415","yezizokek","C96560","91.14","GBP","3"
"2021-01-18","T71406901","P3515","afzokatoh","C90955","90.39","GBP","7"
"2021-01-18","T01636849","P5153","waeqgegax","C02178","57.49","GBP","7"
"2021-01-22","T06188708","P1139","degepveul","C97728","64.25","GBP","7"
"2021-01-19","T49621699","P5480","acfoyaul","C95102","25.32","GBP","6"
"2021-01-19","T32464046","P6903","hudxojaqxa","C53819","21.14","GBP","0"
"2021-01-21","T50166791","P9113","vatnegvacvax","C89713","19.98","GBP","1"
"2021-01-19","T31167667","P1084","wemizuhbuk","C82997","62.52","GBP","6"
"2021-01-20","T40348385","P9035","agalrukpe","C83494","12.63","GBP","3"
"2021-01-20","T94939578","P2005","pogkejhizxov","C76052","39.77","GBP","7"
"2021-01-22","T45019877","P3796","nupajkucay","C84159","20.58","GBP","0"
"2021-01-22","T56961651","P7991","suatatef","C45742","16.63","GBP","8"
"2021-01-21","T88768404","P3834","siyaqroak","C39741","88.84","GBP","0"
"2021-01-19","T18348824","P2208","cizmomebuh","C68220","72.61","GBP","5"
"2021-01-18","T45734129","P7189","apcimiyed","C27761","43.79","GBP","5"
"2021-01-17","T87195732","P2518","arenaqtu","C01311","67.94","GBP","0"
"2021-01-17","T73827729","P3261","iryockelfuv","C94012","84.59","GBP","0"
"2021-01-22","T82249861","P3788","jobajusfip","C81972","83.01","GBP","2"
"2021-01-20","T29536182","P2825","ugniamxuq","C84678","01.46","GBP","0"
"2021-01-19","T41870283","P3503","lojimvuzmun","C91931","64.23","GBP","0"
"2021-01-17","T45921591","P6478","ziokjekkel","C08368","90.16","GBP","0"
"2021-01-18","T13720358","P6753","taohittu","C07341","42.50","GBP","4"
"2021-01-19","T06882228","P7628","yictetepus","C25686","33.87","GBP","1"
"2021-01-22","T73366906","P3624","hepunculig","C91130","83.53","GBP","5"
"2021-01-21","T40207300","P2183","ewgeblebbip","C01130","68.93","GBP","1"
"2021-01-18","T25819078","P3133","poghoqexqi","C97594","49.23","GBP","2"
"2021-01-20","T37361198","P8722","biqnucoter","C41911","44.24","GBP","3"
"2021-01-18","T38286110","P6169","asgidbemab","C80163","30.82","GBP","8"
"2021-01-21","T12569496","P8675","musukefloq","C17077","43.40","GBP","3"
"2021-01-19","T47210940","P2947","uhmageyfu","C51655","20.31","GBP","6"
"2021-01-21","T08686652","P2681","gelfetseaf","C22463","22.41","GBP","4"
"2021-01-20","T27962159","P6926","upuqzecif","C12835","81.19","GBP","2"
"2021-01-20","T04649612","P8195","ohnexatja","C27063","73.23","GBP","4"
"2021-01-22","T79336856","P5296","dutxagopej","C97127","66.73","GBP","4"
"2021-01-20","T74903052","P3430","tieroguf","C00454","29.02","GBP","7"
"2021-01-21","T24627295","P9451","natcahdukyip","C28904","98.40","GBP","7"
"2021-01-22","T92506701","P8811","iqpifoez","C37890","32.91","GBP","8"
"2021-01-22","T73923611","P2810","nojurefxo","C96777","23.05","GBP","5"
"2021-01-17","T63645255","P2543","ajreromuv","C83229","11.63","GBP","0"
"2021-01-19","T88333978","P1960","iflejwesu","C59462","58.82","GBP","6"
"2021-01-18","T37061370","P5855","unkotmeji","C91635","99.81","GBP","6"
"2021-01-17","T04913319","P4511","dudfacyegig","C61594","40.93","GBP","2"
"2021-01-21","T16820609","P1232","ozdebubeq","C83005","56.84","GBP","4"
"2021-01-17","T35924554","P9605","ruasahqum","C04591","95.83","GBP","9"
"2021-01-21","T32024791","P8052","zafoimbo","C44641","85.48","GBP","7"
"2021-01-21","T40053733","P9178","jexmicgavob","C98983","12.71","GBP","9"
"2021-01-21","T17314184","P0452","kuboknidla","C69507","69.49","GBP","3"
"2021-01-19","T19375209","P7086","toawolip","C58237","30.33","GBP","3"
"2021-01-22","T67710547","P9618","oselacdod","C60297","58.11","GBP","5"
"2021-01-18","T50762381","P5115","gilpuvous","C65988","98.18","GBP","1"
"2021-01-21","T72717571","P6994","wehozote","C79857","47.42","GBP","6"
"2021-01-17","T50433106","P8926","xigubkumix","C15022","81.35","GBP","5"
"2021-01-19","T33925167","P0616","vakjunamcem","C69666","77.23","GBP","7"
"2021-01-20","T12042546","P0409","jijboqauc","C09121","30.46","GBP","7"
"2021-01-17","T51976908","P2333","yuciwuceb","C48978","33.49","GBP","3"
"2021-01-20","T39901426","P7970","lerinuwba","C91333","70.11","GBP","5"
"2021-01-17","T53011502","P2747","fanaurxez","C62840","64.33","GBP","6"
"2021-01-18","T60713050","P3631","izxihexog","C23523","24.60","GBP","8"
"2021-01-17","T42852013","P3332","vazenziro","C47640","58.90","GBP","9"
"2021-01-20","T33263820","P7856","caulwirtas","C05733","64.27","GBP","7"
"2021-01-18","T10956944","P7633","tisofuvem","C46656","82.35","GBP","9"
"2021-01-22","T12279345","P8467","fefovgeri","C89345","35.18","GBP","8"
"2021-01-19","T07769266","P9530","olnolomah","C44149","11.01","GBP","5"
"2021-01-20","T18168825","P3580","orkacofji","C56494","43.75","GBP","8"
"2021-01-17","T86256168","P2106","eqpunizgo","C42338","27.51","GBP","2"
"2021-01-19","T22013853","P2983","ahzipezi","C05063","00.38","GBP","8"
"2021-01-17","T28404334","P5831","sepuvdajad","C00646","91.21","GBP","2"
"2021-01-22","T28525710","P1430","rencekepuh","C84918","63.62","GBP","0"
"2021-01-17","T22485185","P5323","vohajbago","C82928","77.62","GBP","0"
"2021-01-17","T33265204","P9614","mageedqoh","C96172","19.57","GBP","5"
"2021-01-17","T74208051","P5250","otuwrout","C01343","74.14","GBP","5"
"2021-01-18","T74467334","P9495","uxbiwujaw","C15414","26.54","GBP","9"
"2021-01-17","T16628222","P2284","maqepobke","C54775","91.77","GBP","7"
"2021-01-19","T08210992","P3605","zitvulwuof","C45042","92.60","GBP","8"
"2021-01-17","T84095170","P9565","fedutnixuy","C24421","64.25","GBP","1"
"2021-01-17","T10452309","P1310","piwuaxuw","C60624","31.65","GBP","5"
"2021-01-20","T21682582","P5288","lohdiibob","C19075","73.33","GBP","9"
"2021-01-19","T04947569","P5763","sakomeswiq","C99056","92.99","GBP","0"
"2021-01-18","T78591393","P2348","nawbojoqop","C47021","68.87","GBP","7"
"2021-01-22","T88179197","P5008","amhoatwo","C80013","75.56","GBP","8"
"2021-01-20","T92748329","P4517","ewwunqobep","C64592","05.84","GBP","4"
"2021-01-20","T58012139","P5775","ewxexoih","C49701","95.26","GBP","4"
"2021-01-22","T72625678","P2659","ijpikopev","C20677","53.00","GBP","7"
"2021-01-17","T30355932","P7651","puboripe","C59385","66.70","GBP","5"
"2021-01-20","T16344572","P0378","rohekupew","C48467","14.12","GBP","4"
"2021-01-19","T25182812","P0810","gajajnaap","C28247","06.43","GBP","9"
"2021-01-21","T98937960","P0100","hejuuwdoz","C77880","36.56","GBP","9"
"2021-01-21","T58852993","P1395","pewgowpoxec","C74161","24.51","GBP","4"
"2021-01-18","T82595493","P1675","evmoktoeh","C52644","93.51","GBP","9"
"2021-01-19","T39673719","P0979","eqlazyufoz","C13650","33.68","GBP","4"
"2021-01-17","T49527261","P0382","kogejzugif","C33486","87.73","GBP","8"
"2021-01-17","T51698263","P3747","emgubanpoy","C85864","55.58","GBP","5"
"2021-01-21","T57929188","P2362","boolemtod","C35534","43.40","GBP","0"
"2021-01-18","T85241255","P8249","upqakcimlul","C71674","99.97","GBP","8"
"2021-01-22","T27764576","P0656","uztohefboh","C58769","82.16","GBP","3"
"2021-01-19","T36553077","P1290","weysuytatey","C77513","50.81","GBP","0"
"2021-01-20","T02830829","P1455","zaseyxivum","C55020","53.31","GBP","0"
"2021-01-22","T74399879","P9938","egkuyjipli","C78863","50.78","GBP","2"
"2021-01-18","T42794994","P7864","lohenehdix","C30598","54.01","GBP","5"
"2021-01-20","T84347069","P8953","tifuopki","C42826","13.23","GBP","9"
"2021-01-19","T26943468","P0097","uthaepah","C16928","48.86","GBP","2"
"2021-01-18","T74061925","P4297","horgokuhva","C24100","43.85","GBP","4"
"2021-01-21","T60430632","P7849","coqabafgub","C12815","89.62","GBP","7"
"2021-01-21","T72686274","P5124","afodkukog","C95919","85.14","GBP","5"
"2021-01-21","T20886112","P2954","pipwexiir","C89819","45.84","GBP","8"
"2021-01-18","T65783209","P2780","lamzomduun","C91966","83.35","GBP","9"
"2021-01-22","T95422411","P6111","oggesoxoj","C60443","65.59","GBP","2"
"2021-01-18","T13131691","P9893","vichiajad","C46370","71.39","GBP","2"
"2021-01-18","T75395603","P8632","labqaipuh","C41216","15.94","GBP","4"
"2021-01-19","T50262362","P1364","ivmimhaaf","C51815","46.95","GBP","9"
"2021-01-18","T48364283","P8201","nemyivaqvif","C92746","15.42","GBP","2"
"2021-01-21","T84803510","P8489","efdiruvmov","C39718","35.08","GBP","2"
"2021-01-17","T55465624","P8116","daefrinqav","C38554","42.17","GBP","0"
"2021-01-17","T22541850","P2602","abqogzayzu","C83251","33.85","GBP","6"
"2021-01-21","T45763976","P4372","idughocik","C12909","08.09","GBP","6"
"2021-01-22","T62679629","P1992","ayibgaim","C61824","98.41","GBP","6"
"2021-01-20","T03398858","P5141","wikeqatle","C51521","99.80","GBP","7"
"2021-01-17","T26580862","P4311","wacsamoed","C90752","46.09","GBP","8"
"2021-01-20","T07522209","P9295","qerotmukhe","C38297","64.61","GBP","6"
"2021-01-21","T85693965","P5154","yazuxejra","C26048","20.56","GBP","0"
"2021-01-19","T87416951","P6389","ikluizas","C40403","64.47","GBP","9"
"2021-01-18","T56079213","P9612","farexuga","C76483","46.80","GBP","7"
"2021-01-20","T82708416","P6465","zurfoixpi","C41855","96.65","GBP","4"
"2021-01-21","T57682768","P3045","loykunihxin","C40632","53.57","GBP","7"
"2021-01-17","T48395913","P6207","hixariqi","C94013","15.66","GBP","0"
"2021-01-22","T61644370","P2399","woilkojay","C48031","31.22","GBP","7"
"2021-01-21","T43048787","P2299","nonawyoyon","C10175","10.70","GBP","4"
"2021-01-21","T54166624","P3983","kemezapdo","C98680","19.83","GBP","4"
"2021-01-17","T38290231","P9967","agevkapuy","C80930","73.04","GBP","7"
"2021-01-20","T83187920","P6846","fuvuzumum","C95857","01.90","GBP","6"
